dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0017985,Air pollution and health outcomes: Evidence from Black Saturday Bushfires in Australia,complete,REVIEW,eligibility_unclear,wildfire,"wildfire: REVIEW - Bushfire smoke exposure clear, but outcome is generic health; mental-health outcome unclear.","{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0018026,Building resilience to Australian flood disasters in the face of climate change.,complete,REVIEW,title_only_unclear,,"Title suggests flood resilience focus; lacks abstract, outcome unclear; needs review.",{},{},title_only,REVIEW,NA
D0018040,Mental health effects of the Gangwon wildfires,complete,REVIEW,eligibility_unclear,wildfire,wildfire: REVIEW - Repeated post-event follow-ups without pre-event baseline; no exposure contrast.,"{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0018064,Insurance Issues as Secondary Stressors Following Flooding in Rural Australia—A Mixed Methods Study,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Cross-sectional post-flood survey with exposure severity gradients; design eligibility uncertain.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0018275,Scoping review on trauma and recovery in youth after natural disasters: What europe can learn from natural disasters around the world,complete,REVIEW,topic_unclear,,Child trauma/recovery after unspecified natural disasters; specific disaster types in included studies are not identified.,{},{},title_abstract,,
D0018458,It's Hot out There: Extreme Temperatures and Children's Emergency Department Visits.,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Extreme temperatures and ED visits; no abstract, mental-health outcome and design unclear.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0018630,The impact of climate change on the prevalence of mental illness symptoms,complete,REVIEW,eligibility_unclear,cyclone|flood,"cyclone: REVIEW - TC exposure and mental health outcomes studied, but design is ambiguous. | flood: REVIEW - Eligible flood/cyclone exposure and mental health outcomes, but design is not sufficiently specified.","{""cyclone"":""REVIEW"",""flood"":""REVIEW""}","{""cyclone"":""NA"",""flood"":""NA""}",title_abstract,,
D0018699,Climate change and mental health in the Philippines,complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Typhoon Haiyan and mental health outcomes present, but design and empirical nature unclear.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0018728,The influence of natural disasters and multiple natural disasters on self-harm and suicidal behaviour: Findings from a nationally representative cohort study of Australian adolescents,complete,REVIEW,eligibility_unclear,wildfire|flood|drought,wildfire: REVIEW - Fire exposure plausible as wildfire but not explicitly specified; natural disasters include fire/flood. | flood: INCLUDE - Longitudinal cohort study linking flood/fire disasters to self-harm and suicidal ideation in adolescents. | drought: INCLUDE - Longitudinal cohort links drought and other disasters to self-harm/suicide in youth.,"{""drought"":""INCLUDE"",""flood"":""INCLUDE"",""wildfire"":""REVIEW""}","{""drought"":""NA"",""flood"":""NA"",""wildfire"":""NA""}",title_abstract,,
D0018783,Heat Resilience and Severe & Persistent Mental Illness.,complete,REVIEW,title_only_unclear,,"Title suggests heat exposure and mental illness, but design and empirical basis unclear without abstract.",{},{},title_only,REVIEW,NA
D0018844,Meta-analyses of motivational factors of response to natural disaster.,complete,REVIEW,topic_unclear,,Response to natural disasters; disaster type is not identified.,{},{},title_abstract,,
D0019016,An Ecological Approach to Disaster Mitigation: A Literature Review.,complete,REVIEW,topic_unclear,,Generic disaster review with mental health effects; specific disaster type not identified.,{},{},title_abstract,,
D0019094,"Research letter: Flooding, displacement, peritraumatic experience and disaster-related PTSD in northern New South Wales—The critical need for quality data to plan mental health support",complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Research letter presents data on flood exposure and PTSD but design unclear.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0019188,"Women, girls, and climate change: Human rights, vulnerabilities, and opportunities",complete,REVIEW,topic_unclear,,Climate change effects on women and girls; no specific hazard type is identified.,{},{},title_abstract,,
D0019193,Addressing women's mental and maternal well-being in the aftermath of flood disasters: a focus on flood-affected communities in Pakistan.,complete,REVIEW,title_only_unclear,,Title suggests flood disaster and mental/maternal well-being but lacks empirical/design details.,{},{},title_only,REVIEW,NA
D0019211,Crisis in the air: the mental health implications of the 2023 Canadian wildfires.,complete,REVIEW,title_only_unclear,,Title suggests study of wildfire effects on mental health; no abstract to assess design/outcomes.,{},{},title_only,REVIEW,NA
D0019600,Health and housing consequences of climate-related disasters: a matched case-control study using population-based longitudinal data in Australia,complete,REVIEW,eligibility_unclear,wildfire|flood|cyclone,"wildfire: REVIEW - Composite climate disaster exposure includes bushfire but not separated; potential wildfire relevance. | flood: REVIEW - Exposure includes combined climate disasters (flood, bushfire, cyclone) without separate flood-specific analysis. | cyclone: REVIEW - Indudes cyclones among climate disasters but pools hazards; no cyclone-specific results.","{""cyclone"":""REVIEW"",""flood"":""REVIEW"",""wildfire"":""REVIEW""}","{""cyclone"":""NA"",""flood"":""NA"",""wildfire"":""NA""}",title_abstract,,
D0019606,Effects of natural hazards on early childhood development: A systematic review protocol,complete,REVIEW,topic_unclear,wildfire|flood|drought,"Review of natural hazards and early childhood development; fire, flood, drought named but hazard types not exhaustive.","{""drought"":""EXCLUDE"",""flood"":""EXCLUDE"",""wildfire"":""EXCLUDE""}","{""drought"":""non_original"",""flood"":""non_original"",""wildfire"":""non_original""}",title_abstract,,
D0019701,The impact of the Covid-19 pandemic and previous natural disasters on the mental health of healthcare workers in Puerto Rico.,complete,REVIEW,topic_unclear,cyclone,"Natural disaster exposure includes hurricanes as an example, but the exact disaster type(s) are not resolved.","{""cyclone"":""EXCLUDE""}","{""cyclone"":""wrong_design""}",title_abstract,,
D0019737,Mental Health Disorders Due to Disaster Exposure: A Systematic Review and Meta-Analysis.,complete,REVIEW,topic_unclear,,Systematic review of disaster exposure and mental health disorders; disaster type not identified.,{},{},title_abstract,,
D0019769,"Association of farmers’ wellbeing in a drought-prone area, Thailand: applications of SPI and VCI indices",complete,REVIEW,eligibility_unclear,drought,"drought: REVIEW - Survey links drought indices to farmer wellbeing, but design (cross-sectional vs longitudinal) is not clearly specified.","{""drought"":""REVIEW""}","{""drought"":""NA""}",title_abstract,,
D0019797,Health and wellbeing of Nepalese migrant workers in Gulf Cooperation Council (GCC) countries: A mixed-methods study,complete,REVIEW,topic_unclear,,Severe weather conditions reported with mental health outcomes; type of weather unidentified.,{},{},title_abstract,,
D0019866,Recovery and adjustment trajectories among Hurricane Florence survivors: Analysis utilizing nonlinear dynamic system modeling,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Longitudinal post-hurricane trajectory study without pre-event baseline or hazard variation; design unclear.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0020046,"Short-term impact of noise, other air pollutants and meteorological factors on emergency hospital mental health admissions in the Madrid region",complete,REVIEW,topic_unclear,,Meteorological variables studied as environmental factors for mental health admissions; specific hazard type not identified.,{},{},title_abstract,,
D0020106,"Heatwaves and sleep, sleep and development, mood, neurological disorders and much more!",complete,REVIEW,title_only_unclear,,Title mentions heatwaves and mood but lacks abstract; cannot assess eligibility.,{},{},title_only,REVIEW,NA
D0020246,Early-Life Exposure to PM,complete,REVIEW,title_only_unclear,,"Title is too vague to determine eligible hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0020380,Climate change and mental health: The urgent warning of Brazil and Spain's 2024 catastrophic floods.,complete,REVIEW,title_only_unclear,,Title suggests flood-mental health link but lacks abstract; possibly non-original warning commentary.,{},{},title_only,REVIEW,NA
D0020476,Prevalence of mental disorders in adult populations from the Global South following exposure to natural hazards: a meta-analysis,complete,REVIEW,topic_unclear,,Meta-analysis of mental disorders after natural hazards; specific hazard types are not identified.,{},{},title_abstract,,
D0020540,"Investigating the Relationship Between Disaster Preparedness Knowledge, Disaster Related Stress, and Post-Disaster Depression Among Students and Faculty in Higher Education.",complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Cumulative stressors include Hurricane Sandy but no separate cyclone effect; design unclear.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0020558,"Geopsychiatry: Climate change, migration, and mental health.",complete,REVIEW,topic_unclear,temperature,"Heat waves identify temperature, but 'environmental disasters' are also mentioned without specifying disaster type.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0020699,Mental health burden following extreme weather events in South-east Asia: A systematic review and meta-analysis,complete,REVIEW,topic_unclear,cyclone,Extreme weather event review identifies cyclone and tsunami; other disaster types and tsunami exceed registered topics.,"{""cyclone"":""EXCLUDE""}","{""cyclone"":""non_original""}",title_abstract,,
D0020724,Exposure to multiple natural disasters and externalising and internalising behavior: A longitudinal study of adolescents,complete,REVIEW,eligibility_unclear,wildfire|flood|drought,"wildfire: EXCLUDE - Exposure is composite natural disasters (fires, floods, storms, drought); wildfire not isolated as exposure. | flood: REVIEW - Flood is bundled within sudden-onset disasters; no flood-specific effect is reported. | drought: INCLUDE - Longitudinal study linking drought exposure to adolescent internalizing/externalizing behavior via SDQ.","{""drought"":""INCLUDE"",""flood"":""REVIEW"",""wildfire"":""EXCLUDE""}","{""drought"":""NA"",""flood"":""NA"",""wildfire"":""wrong_exposure""}",title_abstract,,
D0020774,A Prospective Examination of Mental Health Trajectories of Disaster-Exposed Young Adults in the COVID-19 Pandemic,complete,REVIEW,eligibility_unclear,wildfire|cyclone,wildfire: EXCLUDE - Longitudinal study of all disaster-exposed individuals with no exposure contrast or pre-disaster baseline. | cyclone: REVIEW - Longitudinal study of natural disasters including hurricanes; pooled exposure unclear for cyclone-specific effect.,"{""cyclone"":""REVIEW"",""wildfire"":""EXCLUDE""}","{""cyclone"":""NA"",""wildfire"":""wrong_design""}",title_abstract,,
D0020839,"Syndromic Surveillance in Public Health Emergencies: A Systematic Analysis of Cases Related to Exposure to 2023 Floodwaters in Romagna, Italy.",complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Post-flood surveillance compares exposed vs non-exposed for anxiety/stress; lacks pre-event baseline, design ambiguous.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0020844,Effects of Weather on the Severity of Menstrual Symptoms Among College- and High School-Going Women in the Southern Regions of Saudi Arabia.,complete,REVIEW,topic_unclear,,Weather exposure related to menstrual symptoms with anxiety and mood changes; specific weather hazard is not identified.,{},{},title_abstract,,
D0020863,"Opposing objective and subjective wellbeing outcomes within an environmentally vulnerable delta: a case study of Volta Delta, Ghana.",complete,REVIEW,eligibility_unclear,drought|flood,drought: REVIEW - Cross-sectional design ambiguous; drought exposure and subjective wellbeing present. | flood: EXCLUDE - Cross-sectional household survey with no temporal or quasi-experimental exposure contrast.,"{""drought"":""REVIEW"",""flood"":""EXCLUDE""}","{""drought"":""NA"",""flood"":""wrong_design""}",title_abstract,,
D0020876,The 2023 Maui Wildfires and the Mental Health Effects of Climate-Induced Relocation.,complete,REVIEW,title_only_unclear,,"Title suggests wildfire exposure and mental health outcomes; no abstract, design unclear.",{},{},title_only,REVIEW,NA
D0020943,Study on the relationship between PTSD and academic control and academic emotion in primary and middle school students after flood disaster.,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Longitudinal post-flood survey of PTSD and emotions; lacks pre-event baseline and exposure contrast.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0020957,Impact of climate change on maternal health outcomes: An evidence gap map review.,complete,REVIEW,topic_unclear,,Climate change exposure and maternal wellbeing; specific climate hazard type unresolved.,{},{},title_abstract,,
D0021011,Health Disparities and Maladaptive Behavior in Response to Extreme Heat: Impacts on Mental Health Among Older Adults.,complete,REVIEW,title_only_unclear,,"Title suggests extreme heat and mental health in older adults, but abstract is missing; eligibility unclear.",{},{},title_only,REVIEW,NA
D0021076,Applying Digital Technology to Understand Human Experiences of Climate Change Impacts on Food Security and Mental Health: Scoping Review,complete,REVIEW,topic_unclear,temperature,Scoping review on digital apps for climate change impacts on mental health; heatwaves plus unspecified natural disasters.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0021100,"Natural and human-made disaster and associated health outcomes among community-dwelling older adults in India: Findings from LASI, 2017–18",complete,REVIEW,topic_unclear,drought|flood,Composite natural/human-made disaster exposure; drought and flood named but overall disaster type unresolved for mental health associations.,"{""drought"":""EXCLUDE"",""flood"":""EXCLUDE""}","{""drought"":""wrong_exposure"",""flood"":""wrong_exposure""}",title_abstract,,
D0021174,Trajectories of quality of life among disaster victims: A national longitudinal study,complete,REVIEW,topic_unclear,cyclone,"Typhoon is clearly a registered hazard; 'fire' disaster type may be wildfire, but its identity is unresolved.","{""cyclone"":""EXCLUDE""}","{""cyclone"":""wrong_design""}",title_abstract,,
D0021182,"Short-term effects of fine particulate matter from biomass combustion and Saharan dust intrusions on emergency hospital admissions due to mental and behavioural disorders, anxiety and depression in Spain",complete,REVIEW,eligibility_unclear,temperature|wildfire,temperature: INCLUDE - Time-series study of heat-wave temperature and mental-health emergency admissions; eligible exposure and outcome. | wildfire: REVIEW - Biomass combustion PM may include wildfire smoke but attribution is ambiguous; other elements eligible.,"{""temperature"":""INCLUDE"",""wildfire"":""REVIEW""}","{""temperature"":""NA"",""wildfire"":""NA""}",title_abstract,,
D0021194,The mutual influence of parent–child maladaptive emotion regulation on posttraumatic stress following flood exposure,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Flood-exposed dyads assessed for PTSS; design not clearly described.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0021235,"Socio-ecological impacts of extreme weather events in two informal settlements in Nairobi, Kenya",complete,REVIEW,eligibility_unclear,temperature|flood|drought,"temperature: EXCLUDE - Examines extreme weather events broadly, not specifically temperature; no eligible exposure. | flood: EXCLUDE - Descriptive exploratory study of extreme weather impacts, not an analytic estimate of flood effects. | drought: REVIEW - Longitudinal survey mentions drought but not isolated; unclear exposure-contrast design.","{""drought"":""REVIEW"",""flood"":""EXCLUDE"",""temperature"":""EXCLUDE""}","{""drought"":""NA"",""flood"":""wrong_design"",""temperature"":""wrong_exposure""}",title_abstract,,
D0021273,A longitudinal investigation of mental health outcomes after the henan floods in china: Examining predictors of resilience trajectories,complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Longitudinal post-flood study of depression, anxiety, PTSD trajectories without pre-event baseline or exposure contrast.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0021282,Heat stress challenges on sports: prioritizing the well-being of practitioners.,complete,REVIEW,title_only_unclear,,"Title suggests heat stress and well-being in sports, but no abstract; eligibility unclear.",{},{},title_only,REVIEW,NA
D0021486,"Post-traumatic stress disorder, food insecurity, and social capital after the 2017 coastal El Niño flooding among mothers from Piura, Peru: A mixed method study",complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Longitudinal post-flooding prevalence study without pre-event baseline or unexposed comparison; design unclear.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0021609,Determining the factors impacting the quality of life among the general population in coastal communities in central Vietnam,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Cross-sectional study comparing flood-affected vs not; design lacks clear temporal/quasi-experimental contrast.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0021712,Trajectory of adjustment difficulties following disaster: 10-year longitudinal cohort study,complete,REVIEW,eligibility_unclear,wildfire,"wildfire: REVIEW - Longitudinal cohort post-bushfire measuring distress; no pre-event baseline, design ambiguous.","{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0021749,Adolescent mental distress in the wake of climate disasters,complete,REVIEW,eligibility_unclear,flood|wildfire,"flood: EXCLUDE - Exposure is composite climate disasters, not flood-specific. | wildfire: REVIEW - Composite climate disaster exposure includes wildfire but not isolated; needs topic resolution.","{""flood"":""EXCLUDE"",""wildfire"":""REVIEW""}","{""flood"":""wrong_exposure"",""wildfire"":""NA""}",title_abstract,,
D0021855,Climate Change and Human Health in Africa in Relation to Opportunities to Strengthen Mitigating Potential and Adaptive Capacity: Strategies to Inform an African “Brains Trust”,complete,REVIEW,topic_unclear,temperature,Broad climate-health review in Africa with heat exposure (temperature) plus unspecified extreme events requiring human topic review.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0021894,"Mental health problem, extreme temperature and potential solution.",complete,REVIEW,title_only_unclear,,Title suggests relevant topic but no abstract; insufficient information.,{},{},title_only,REVIEW,NA
D0021956,The Use of Telemedicine in Providing Mental Health Support for the Flood Victims of Pakistan.,complete,REVIEW,title_only_unclear,,"Title suggests flood exposure and mental health support via telemedicine, but no abstract or design details.",{},{},title_only,REVIEW,NA
D0021973,Impacts of compounding drought and heatwave events on child mental health: Insights from a spatial clustering analysis,complete,REVIEW,eligibility_unclear,temperature|drought,temperature: INCLUDE - Pediatric psychiatric ED visits during heatwave/drought; daily counts compared across periods; eligible outcome and exposure. | drought: REVIEW - Pediatric ED spatial cluster study of drought/heatwave and mood/suicide outcomes; design ambiguous.,"{""drought"":""REVIEW"",""temperature"":""INCLUDE""}","{""drought"":""NA"",""temperature"":""NA""}",title_abstract,,
D0022116,Eco-Anxiety and Mental Health: Correlates of Climate Change Distress,complete,REVIEW,eligibility_unclear,flood|drought|wildfire,flood: EXCLUDE - Cross-sectional online survey without temporal or exposure contrast; cannot estimate hazard effect. | drought: EXCLUDE - Cross-sectional survey with no exposure contrast; cannot estimate drought effect. | wildfire: REVIEW - Cross-sectional survey with disaster exposure contrast; wildfire included but design eligibility ambiguous.,"{""drought"":""EXCLUDE"",""flood"":""EXCLUDE"",""wildfire"":""REVIEW""}","{""drought"":""wrong_design"",""flood"":""wrong_design"",""wildfire"":""NA""}",title_abstract,,
D0022133,"Intersecting risks: A longitudinal analysis of climate exposure, social vulnerability, and mental health in the Texas Gulf Coast.",complete,REVIEW,eligibility_unclear,temperature|flood,"temperature: REVIEW - Longitudinal predictive modeling of heat, flood, vulnerability and distress; unclear if estimating hazard effect. | flood: REVIEW - Longitudinal ecological study including flooding and mental health distress; predictive design unclear for effect estimation.","{""flood"":""REVIEW"",""temperature"":""REVIEW""}","{""flood"":""NA"",""temperature"":""NA""}",title_abstract,,
D0022184,"Indoor dust, immune activation, and household exposure risk after Hurricane Maria: a two-year pilot prospective cohort study in Puerto Rico",complete,REVIEW,eligibility_unclear,cyclone|flood,"cyclone: INCLUDE - Prospective cohort after Hurricane Maria measures mental health via SF-12, eligible design and outcome. | flood: REVIEW - Repeated post-flood follow-up without pre-event baseline; mental health measured but hazard effect contrast unclear.","{""cyclone"":""INCLUDE"",""flood"":""REVIEW""}","{""cyclone"":""NA"",""flood"":""NA""}",title_abstract,,
D0022186,"Responding to a warming planet: a scoping review of climate change literacy, perceived health impacts, and mental health outcomes among African students.",complete,REVIEW,topic_unclear,,"Climate-related mental health outcomes in African students; no specific climate hazard (e.g., flood, heatwave) identified.",{},{},title_abstract,,
D0022249,Violent deaths following disasters: A retrospective analysis,complete,REVIEW,eligibility_unclear,flood|wildfire|cyclone,flood: INCLUDE - Quasi-experimental ecological study of violent deaths across disasters including floods; suicide is an eligible outcome. | wildfire: INCLUDE - Quasi-experimental study of violent deaths after disasters including wildfire; suicide is an eligible outcome. | cyclone: REVIEW - Outcomes pooled across multiple disaster types including tropical cyclone; hazard-specific results unclear.,"{""cyclone"":""REVIEW"",""flood"":""INCLUDE"",""wildfire"":""INCLUDE""}","{""cyclone"":""NA"",""flood"":""NA"",""wildfire"":""NA""}",title_abstract,,
D0022260,Mapping war trauma: A machine learning approach to predict mental health impacts in Ukraine,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Cold exposure and mental health outcomes present, but ML predictive design unclear; requires review.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0022317,Associations between Wildfire Smoke Exposure and Health-Related Quality of Life: Findings from the Lovelace Smokers Cohort.,complete,REVIEW,eligibility_unclear,wildfire,wildfire: REVIEW - Wildfire smoke exposure and HRQoL; unclear if cross-sectional or repeated measures,"{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0022452,Cumulative effects of severe childhood maltreatment and flood-related residential displacement on PTSD risk among pregnant women in Southern Brazil,complete,REVIEW,eligibility_unclear,flood,flood: REVIEW - Cross-sectional with residential displacement contrast; design eligibility unclear.,"{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0022476,Older Age Is Associated with Fewer Depression and Anxiety Symptoms Following Extreme Weather Adversity,complete,REVIEW,topic_unclear,flood,Extreme weather/natural disaster adversity; specific events include flood but type not disaggregated,"{""flood"":""EXCLUDE""}","{""flood"":""wrong_exposure""}",title_abstract,,
D0022705,Climate-Induced Heat and the Mental Health of Older Adults: An Overlooked Challenge.,complete,REVIEW,title_only_unclear,,Title suggests climate-induced heat and mental health in older adults; no abstract to assess eligibility.,{},{},title_only,REVIEW,NA
D0022910,Health and Social Support in the Aftermath of the Maui Wildfires,complete,REVIEW,eligibility_unclear,wildfire,"wildfire: REVIEW - Single-wave post-fire cohort comparing exposed vs unexposed; exposure contrast present, but no explicit temporal design.","{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0023028,Temporal associations between adolescents’ psychological inflexibility and posttraumatic stress symptoms after a super typhoon: Examining the mediation of cognitive emotion regulation,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Longitudinal post-typhoon panel of PTSS without clear hazard exposure contrast; design unclear.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0023056,"Optimism, pessimism, and depressive symptoms: Stability and predictive effects among climate migrants in the United States",complete,REVIEW,topic_unclear,,Climate disasters and depressive symptoms among climate migrants; disaster type is not identified.,{},{},title_abstract,,
D0023091,The Mental Health Condition of Children in Flood-Affected Areas in Bangladesh: Needs Urgent Attention.,complete,REVIEW,title_only_unclear,,Title suggests flood exposure and child mental health but no design information; abstract missing.,{},{},title_only,REVIEW,NA
D0023119,Spatial correlations between summer ozone heatwave dual events and residents mental health in China,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Heatwave exposure and mental health; outcome unspecified and design details unclear, so REVIEW.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0023276,"Impact of heat stress and protective clothing on healthcare workers: health, performance, and well-being in hospital settings",complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Occupational indoor heat study but measured outcomes are subjective discomfort/demands, not clearly eligible mental-health outcome.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0023277,When nature strikes: Unraveling the mental health consequences among herders in China's pastoral region,complete,REVIEW,topic_unclear,drought,"Natural disaster impacts on herders; drought covered, but snowstorm/general disaster exposure is not fully mapped.","{""drought"":""REVIEW""}","{""drought"":""NA""}",title_abstract,,
D0023333,Cold season air temperature as predictor of psychological well-being and mental health.,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Cold-season temperature linked to wellbeing outcomes, but design unstated or ambiguous.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0023447,Long-term mental health trajectories across multiple exposures to climate disasters in Australia: a population-based cohort study,complete,REVIEW,eligibility_unclear,wildfire|flood|cyclone,"wildfire: REVIEW - Composite disaster exposure includes bushfire but does not isolate wildfire-specific effects. | flood: INCLUDE - Longitudinal cohort with panel event study estimates mental health effects of repeated climate disasters including flood. | cyclone: REVIEW - Longitudinal cohort examines mental health after multiple climate disasters, but cyclone-specific results are pooled with flood/bushfire.","{""cyclone"":""REVIEW"",""flood"":""INCLUDE"",""wildfire"":""REVIEW""}","{""cyclone"":""NA"",""flood"":""NA"",""wildfire"":""NA""}",title_abstract,,
D0023505,A Research Agenda to Protect Human Health and Build Resilience in the Face of a Changing Climate,complete,REVIEW,topic_unclear,temperature,"Heat-related illness maps to temperature; extreme weather is unresolved alongside it, requiring review.","{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0023510,Transforming Health Psychology and Behavioral Medicine to Address the Climate Crisis: A Call for Strategic Research and Advocacy.,complete,REVIEW,topic_unclear,,Climate crisis and mental health; specific hazard type not identified.,{},{},title_abstract,,
D0023676,"When state rescuing systems were paralyzed: Post-hurricane depression, hope, and spirituality of Black and White student volunteers",complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Longitudinal post-hurricane depression study in volunteers; no pre-event baseline or hazard contrast.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0023747,Natural disasters and SARS-CoV-2: Potential risk factors for exacerbating mental health conditions among veterans,complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Hurricane exposure and mental health outcomes in veterans; design ambiguous, needs full text.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0023825,A secondary data analysis investigating the link between weather elements and incident presentation for mental disorders at a Ugandan tertiary psychiatric hospital.,complete,REVIEW,eligibility_unclear,temperature,"temperature: REVIEW - Examines temperature and incident mental disorder presentations; design ambiguous, possibly time-series.","{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0023855,A regional analysis of healthcare utilization trends during consecutive disasters in puerto rico using private claims data.,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Multiple disasters including hurricanes; mental health utilization trends but hazard-specific effect unclear.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0023894,Pre-disaster Health Vulnerabilities Predict Major Depressive Disorder Symptoms Among High-Risk Puerto Rican Adults after Hurricanes Maria and Irma,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Pre-post hurricane cohort examines pre-disaster vulnerabilities; unclear if it estimates hurricane exposure effect on mental health.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0023919,Anxiety and activism in response to climate change,complete,REVIEW,topic_unclear,wildfire,Wildfire mentioned; extreme weather events unspecified; needs human topic review.,"{""wildfire"":""EXCLUDE""}","{""wildfire"":""non_original""}",title_abstract,,
D0024242,Mental health after compounding natural hazard exposure in New South Wales from 2019 to 2023: a cross-sectional study in Australian youth.,complete,REVIEW,eligibility_unclear,flood|wildfire|drought,flood: REVIEW - Cross-sectional study of compounding hazards including flood; flood-specific effect not isolated. | wildfire: REVIEW - Cross-sectional study with exposure contrast; design eligibility ambiguous. | drought: EXCLUDE - Cross-sectional post-exposure survey without temporal or quasi-experimental exposure contrast.,"{""drought"":""EXCLUDE"",""flood"":""REVIEW"",""wildfire"":""REVIEW""}","{""drought"":""wrong_design"",""flood"":""NA"",""wildfire"":""NA""}",title_abstract,,
D0024324,EXPANSE Urban Labs: a panel study to deepen understanding of healthy urban living environments,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Methods/design paper with illustrative non-significant perceived heat-depression analysis; exposure and design ambiguous.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0024347,"Sea-level rise threats to food security: A review of agrifood system resilience in the Lower Fraser Valley, BC",complete,REVIEW,topic_unclear,flood,"Sea-level rise and saltwater intrusion are the core hazards; flood topic covers only inundation, not slow-onset salinization.","{""flood"":""EXCLUDE""}","{""flood"":""non_original""}",title_abstract,,
D0024412,An environment and comprehensive wellbeing (ECW) conceptual framework: exploring environmental relationships with objective and subjective wellbeing.,complete,REVIEW,topic_unclear,,Framework assessing climatic hazard impacts on wellbeing; hazard type unspecified.,{},{},title_abstract,,
D0024511,"Summer temperatures, depressive symptoms, and health-related quality of life: a study of residents in 263 Chinese cities",complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Eligible heat exposure and mental-health outcomes; unclear whether design is cross-sectional or longitudinal.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
