dedup_id,title,candidate_topics,mental_health_signal,final_decision,one_line_reason,per_topic,model_name,criteria_version,screened_at
D0049845,"Vapor liquid equilibrium of pure and aqueous Methyl diethanolamine (MDEA), 2-Dimethylmonoethanolamine (DMMEA), N-Methylmonoethanolamine (MMEA) and 1-(2-Aminoeth",,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:33
D0072705,"Neurophysiological, cellular and environmental regulation of visceral hypersensitivity in ulcerative colitis like inflammation",,yes,EXCLUDE (no eligible topic),No specific hazard topics present; mental health signal noted.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:35
D0028899,Neuroproteomics: Relevance to anxiety disorders,,yes,EXCLUDE (no eligible topic),"No specific climate hazard mentioned, but relevant to anxiety disorders.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:37
D0042304,"After 62 years of regulating immunity, dexamethasone meets COVID-19",,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:39
D0022654,Novel Lactobacillus Strains Alleviate E. coli-induced Inflammation in a Urinary Tract Infection Rat Model.,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:41
D0128003,"The Effect of Pecha Kucha Training on Noninvasive Mechanical Ventilation Support for Individuals With Chronic Obstructive Pulmonary Disease on Self-Efficacy, Sy",,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:43
D0113534,Development of greenery in the village of Husinec and the town of Klecany,,no,EXCLUDE (no eligible topic),No specific hazard topics are mentioned in the record.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:46
D0058681,Climate-Induced Forced Migration in South Asia,,no,EXCLUDE (no eligible topic),Record discusses climate change impacts but lacks specific hazard attribution.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:48
D0023283,Between a B.A. Generalist and an Expert: Challenges and Improvements in the Training Curriculum and Implementation of Peace Corps Health Auxiliary Program in Ko,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:50
D0084234,Hypothermia during surgical treatment of type a aortic dissection: A 16 years' experience,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures physical outcomes, not mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:55
D0071918,The unfolded protein response triggered by environmental factors,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:22:57
D0040088,Heat stress: Impact on livestock well-being and productivity and mitigation strategies to alleviate the negative effects,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study focuses on livestock, not human mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:01
D0022979,Brief Report: Post Hoc Validation of Platinum Ineligibility in NSCLC From the Phase III IPSOS Study,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:04
D0098200,Effects of a relaxation training programme on immediate and prolonged stress responses in women with preterm labour,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present; focuses on stress responses in women with preterm labour.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:06
D0060743,Polygraphic study of anterior hypothalamic-preoptic neuron thermosensitivity during sleep,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:08
D0104106,"Cases of gastroenteritis associated to Vibrio cholerae no 01 in Oran, Salta",,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:10
D0059349,Enhanced environmental acclimation of cats using an innovative passive diffuser of the facial-marking pheromone (F3),,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:13
D0117032,Juvenile firesetters: do the agencies help?,,yes,EXCLUDE (no eligible topic),No specific hazard topic present; concerns juvenile firesetters and mental health.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:15
D0118259,The role of cultural factors in paranoid psychosis among the Yoruba tribe,,yes,EXCLUDE (no eligible topic),No specific climate hazard mentioned; cultural factors in mental health discussed.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:17
D0109185,Characteristics of Multiple Sclerosis as a Function of the Severity of Speech Disorders,,yes,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:20
D0094699,S4469 Revealing the Hidden Cause of Dysphagia: A Case of Benign Esophageal Polyps (Squamous Papillomas) Misdiagnosed as GERD,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:22
D0000576,"When drugs come into the picture, love flies out the window: Women addicts' love relationships",,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:24
D0035557,A New Islamic Populism and the Contradictions of Development,,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:26
D0038062,Early posthatch thermal stress affects breast muscle development and satellite cell growth and characteristics in broilers,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures physical outcomes in birds, not humans.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:30
D0040415,Treating nasal symptoms associated with rhinitis using the intranasal herbal ointment Biyeom-go: A prospective observational study,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:33
D0126264,Diagnostic Accuracy of Electrochemical Skin Conductance Measurement in Paediatric Small Fibre Neuropathy Following Neurotoxic Chemotherapy,,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:35
D0047133,"Remote Sensing Image-Based Analysis of the Urban Heat Island Effect in Bragança, Portugal",temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:39
D0112589,Routine Screening Laboratory Studies for Nonheat Stroke Field Heat Injuries Are Unnecessary: A Retrospective Review,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:44
D0018347,"Sustainable Biochar and/or Melatonin Improve Salinity Tolerance in Borage Plants by Modulating Osmotic Adjustment, Antioxidants, and Ion Homeostasis",,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:46
D0012582,"Dose–response relationships between second-hand smoke exposure and depressive symptoms among adolescents in Guangzhou, China",,yes,EXCLUDE (no eligible topic),No eligible climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:48
D0104074,Alcohol intoxication in childhood and adolescence,,yes,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:50
D0117303,The effects of dimethindine maleate on caloric induced optokinetic nystagmus,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:53
D0096625,Investigating the Effects of Cue-Reactivity in Young Adult Vapers Using Functional Mri,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:55
D0112459,Modified emotion recognition system to study the emotion cues through thermal facial analysis,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:23:57
D0018787,The Impact of Sensory Stimuli on Healthcare Workers and Outcomes in Trauma Rooms: A Focus Group Study,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:02
D0032674,Steroid up-regulation of FKBP51 and its role in hormone signaling,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:04
D0018413,Compliance with the smoke-free public places legislation in Nepal: A cross-sectional study from Biratnagar Metropolitan City,,no,EXCLUDE (no eligible topic),No eligible hazard topics present in the record.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:06
D0036773,Autoimmune Thyroiditis in an Adolescent Girl on Lithium,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:08
D0008507,A case-crossover analysis of the impact of PM2.5 on cardiovascular disease hospitalizations for selected CDC tracking states,,no,EXCLUDE (no eligible topic),No eligible hazard topics present in the record.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:11
D0033835,Altered neuropathic pain behaviour in a rat model of depression is associated with changes in inflammatory gene expression in the amygdala,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:13
D0038476,Potential pathophysiological pathways that can explain the positive effects of exercise on fatigue in multiple sclerosis: A scoping review,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:15
D0044752,Intestinal stricture in Crohn's disease: A 2020 update,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:17
D0002030,Deleterious effects of delayed graft function in cadaveric renal transplant recipients independent of acute rejection,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:19
D0116783,"Effects of alcohol consumption, smoking and physical activity on plasma lipids",,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:22
D0083205,Systemic inflammatory response and outcomes in community-acquired pneumonia patients categorized according to the smoking habit or presence of chronic obstructi,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:24
D0085542,Impact of COVID-19 on lifestyle and mental wellbeing in a drought-affected rural Australian population: A mixed method approach,drought,yes,INCLUDE,drought:INCLUDE,"{""drought"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Study links drought impact to psychological distress in rural population.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:28
D0006782,Multiple component patient safety intervention in English hospitals: controlled evaluation of second phase.,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:30
D0002402,Unmet needs in the treatment of asthmatic children and adolescents: 2.,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:32
D0114746,Induction of simian virus 40 antigen in BSC1 transformed cells.,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:35
D0116339,Benzodiazepines under the cross-fire of criticism,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:37
D0112354,"Effects of drought stress on growth, solute accumulation and membrane stability of leafy vegetable, huckleberry (Solarium scabrum Mill.)",drought,no,EXCLUDE,drought:EXCLUDE,"{""drought"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures plant growth, not human mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:41
D0060043,Reevaluating pain catastrophizing as a moderator of mindfulness-induced pain modulation: A failed replication,,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:43
D0101276,Patient advocacy in research: Merely an afterthought?,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:46
D0117405,Sweat depression during controlled hyperthermia in man. Effects on sweat rate and sweat electrolytes content,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:50
D0019445,"Causal relationship between particulate matter 2.5 (PM2.5), PM2.5 absorbance, and COVID-19 risk: A two-sample Mendelian randomisation study",,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:53
D0130627,Major determinants of job satisfaction among mid-level police managers,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:55
D0057557,Impact of a place-based educational approach on student and community members’ experiences and learning within a post-secondary GIS course,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:24:57
D0056462,Dual-Transformer Deep Learning Framework for Seasonal Forecasting of Great Lakes Water Levels,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:00
D0065833,Developmental effects of exposure to environmental tobacco smoke and material hardship among inner-city children,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:02
D0096458,The impact of pre-implantation donor biopsy on kidney transplantation outcomes: A single-center cohort study,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:05
D0027926,A new concept in prosthetic interface design for hemicorporectomy amputees using ROHO compression therapy: A case study from a CPO's perspective,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:07
D0112926,Indoor workplace environmental condition in textile dyeing and printing processing house: A case study,,no,EXCLUDE (no eligible topic),"High temperature is mentioned, but no clear hazard context is provided.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:09
D0130487,Speculative mechanisms affecting sex ratio,,no,EXCLUDE (no eligible topic),"Basal body temperature is mentioned, but not in an environmental context.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:12
D0093122,Racism-related developmental origins of mental health: a conceptual model and scoping review,,yes,EXCLUDE (no eligible topic),"No specific climate hazard mentioned, but mental health is addressed.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:14
D0034771,Met Office Unified Model high-resolution simulations of a strong wind event in Antarctica,,no,EXCLUDE (no eligible topic),No specific hazard topic or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:16
D0114977,Sick building syndrome in domestic interiors in Mauritius,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present; mental health signals are related to SBS symptoms.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:18
D0126691,The Use of Cooling Helmet for Neuroprotection Management in Patient Undergoing Open Heart Surgery: an Evaluation of Postoperative Neuron-specific Enolase (NSE) ,,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:20
D0075581,Fully laparoscopic versus open living donor left lateral segmentectomy for pediatric recipients: Prospective comparison,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:23
D0020550,Effectiveness of electroacupuncture and acupuncture in alleviating cold hypersensitivity in the hands and feet: A randomized controlled trial,,no,EXCLUDE (no eligible topic),The study discusses cold hypersensitivity but does not clearly relate to environmental temperature exposure.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:25
D0099671,Psychosocial inter-relations of benign prostatic hypertrophy,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:28
D0045258,Neo-clerodane diterpenic influence in the antinociceptive and anti-inflammatory properties of Salvia circinnata Cav.,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:30
D0031838,Current management of male chronic pelvic pain syndromes,,yes,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:32
D0114721,Biological and physicochemical properties of porcine parvovirus recovered from stillborn piglets.,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:34
D0108055,Inhibition by sedatives of compensatory vasoconstriction during lumbar epidural anesthesia,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:36
D0087238,DALY trend and predictive analysis of COPD in China and its provinces: Findings from the global burden of disease study,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:39
D0023318,The role of the components of PM2.5 in the incidence of Alzheimer's disease and related disorders,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:41
D0113127,"The efficacy and safety of the application of pulsed radiofrequency, combined with low-temperature continuous radiofrequency, to the gasserian ganglion for the ",,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:43
D0092980,"The association between outdoor noise and temperature exposure with incident type 2 diabetes, and mediation by sleep and body mass index: A multi-cohort analysi",temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures type 2 diabetes, not a mental health outcome.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:47
D0035622,Influence of equatorial waves on the genesis of Super Typhoon Haiyan (2013),cyclone,no,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental health outcomes reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:51
D0035732,Interface Engineering toward Promoting Silanization by Ionic Liquid for High-Performance Rubber/Silica Composites,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:54
D0094361,Morbidity and its economic impacts attributable to long-term exposure to fine particles in France,,no,EXCLUDE (no eligible topic),No specific hazard topic is mentioned; focuses on PM2.5 and health impacts.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:25:57
D0019969,"Heatwaves, hospitals and health system resilience in England: a qualitative assessment of frontline perspectives from the hot summer of 2019.",temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:01
D0094779,BEYOND CHILDHOOD: MEDIASTINAL LIPOBLASTOMA DIAGNOSED IN AN ADULT PATIENT,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:04
D0063902,Heat shock factor-1 mediates the transcriptional activation of Alzheimer's β-amyloid precursor protein gene in response to stress,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No eligible temperature exposure or mental health outcome.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:09
D0066623,Kidney cancer,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:11
D0043874,Integration of ZiYuan-3 multispectral and stereo imagery for mapping urban vegetation using the hierarchy-based classifier,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:13
D0089455,Photovoice as a tool for exploring perceptions of marijuana use among Appalachian adolescents,,yes,EXCLUDE (no eligible topic),No eligible climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:16
D0113806,Examples of natural pastures in tropical Bolivia,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:19
D0063636,"A history of leisure activities at SANAE, an Antarctic research base (1970-93).",,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:21
D0037518,Assessment of viability of fresh and delayed germination seeds of narrow-leaved ash (Fraxinus angustifolia Vahl),,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:24
D0071752,Elucidating Alzheimer's disease neuronal death by the 'calpaincathepsin hypothesis',,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:26
D0059269,Serum Biochemical and Gene Expression Changes in the Spermatozoa of Buffalo Bulls Under Heat Stress,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures physiological outcomes, not mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:31
D0099825,Facultative polyandry protects females from compromised male fertility caused by heatwave conditions,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study measures reproductive outcomes, not mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:35
D0001729,Acute ischemia of the hand following intra-arterial oxymetazoline injection.,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:37
D0017498,"Air pollution, depressive and anxiety disorders, and brain effects: A systematic review",,yes,EXCLUDE (no eligible topic),Record discusses air pollution but does not mention any of the five registered hazards.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:39
D0078828,Two original czech tests for memory evaluation in three minutes – amnesia light and brief assessment (ALBA),,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:42
D0115200,Nicotine withdrawal in alcoholics - An introduction to the theme,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:44
D0114254,"Phase I study of a new antitumor drug, 1-hexylcarbamoyl-5-fluorouracil (HCFU), administered orally: An HCFU clinical stud group report",,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:46
D0012916,Genetics of intellectual disability in consanguineous families.,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:48
D0037225,Phantom limb pain: A review,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:51
D0067454,Measurement of brain temperature changes in healthy volunteers during intranasal cooling,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:53
D0070572,HSF1 protects neurons through a novel trimerization- and HSP-independent mechanism,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:55
D0069013,Prolonged cough in children: A summary of the Belgian primary care clinical guideline,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:26:58
