dedup_id,title,candidate_topics,mental_health_signal,final_decision,one_line_reason,per_topic,model_name,criteria_version,screened_at
D0079188,"Associations between multipollutant day types and select cardiorespiratory outcomes in Columbia, South Carolina, 2002 to 2013",,no,EXCLUDE (no eligible topic),No climate hazard topic; air pollution study only.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:49:39
D0045714,Integration of online education to tourism education: Cross cultural student voices,,no,EXCLUDE (no eligible topic),No mention of any climate hazard; focuses solely on online education perceptions.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:49:44
D0043345,Perspective and Prospects on Applying Artifificial Intelligence to Address Water and Environmental Challenges of 21st Century,,no,EXCLUDE (no eligible topic),No hazard topic mentioned; general water and AI perspective.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:49:49
D0072671,"Obstetric outcome in 1228 women hospitalized due to ovarian hyper stimulation syndrome (OHSS), a retrospective swedish cohort study 1998-2008 in comparison in v",,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; study on OHSS in IVF.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:49:54
D0025273,"The thermal regime of intertidal permafrost, George River Estuary, Ungava Bay, Quebec",,no,EXCLUDE (no eligible topic),No hazard exposure or mental health signal; permafrost geophysics only.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:49:58
D0039590,Associations between fish and cold-water coral habitats on the Icelandic shelf,,no,EXCLUDE (no eligible topic),No climate hazard topic present; marine ecology study on fish and coral habitats.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:02
D0085080,QUALITATIVE ANALYSIS OF TROPONIN TESTING UTILIZATION IN ACUTE CORONARY SYNDROMES,,no,EXCLUDE (no eligible topic),No mention of any climate hazard; discusses troponin testing in ACS patients only.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:06
D0012787,Prenatal smoking and postpartum depression: A meta-analysis,,yes,EXCLUDE (no eligible topic),No mention of eligible climate hazard; only smoking and depression.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:10
D0107787,Reversing the anemia of renal failure,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:13
D0017092,[The anesthetist's view on Jethro Tull's Aqualung].,,yes,EXCLUDE (no eligible topic),"Record discusses rock song and medical education, no climate hazard exposure.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:20
D0007120,The effects of evacuation on nursing home residents with dementia,cyclone,no,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is mortality, not mental health or wellbeing.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:28
D0071054,Reduced nicotine cigarettes: Smoking behavior and biomarkers of exposure among smokers not intending to quit,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; topic is reduced nicotine cigarettes only.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:31
D0010006,Psychosocial stress-induced analgesia: An examination of effects on heat pain threshold and tolerance and of neuroendocrine mediation,,unclear,EXCLUDE (no eligible topic),"Laboratory heat pain study, no ambient temperature or climate hazard exposure.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:36
D0049069,The 2023 China report of the Lancet Countdown on health and climate change: taking stock for a thriving future,,no,EXCLUDE (no eligible topic),"Title mentions health and climate change broadly, no specific hazard; no mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:41
D0069418,Self-reported motivation to smoke in schizophrenia is related to antipsychotic drug treatment,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; record is about smoking motivation in schizophrenia patients.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:44
D0047190,"New evidence for sedimentary volcanism on Chryse Planitia, Mars",,no,EXCLUDE (no eligible topic),No mention of climate hazards or human mental health; purely geological study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:47
D0087752,FUNGUS OR TUMOR: DISSEMINATED HISTOPLASMOSIS WITH ENDOBRONCHIAL INVOLVEMENT,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; fungal infection case report.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:51
D0050040,Genetic diversity assessment of Grewia tenax (Forssk.) Fiori. germplasm for fodder and other economic traits in hot-arid Kachchh region of India,,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health; plant genetic study in arid region.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:55
D0032730,Long term intrathecal infusion of opiates for treatment of failed back surgery syndrome,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:50:58
D0099967,Stress-induced hyperthermia depends on both time of day and light condition,,no,EXCLUDE (no eligible topic),Animal study on stress-induced hyperthermia; no human exposure to climate hazards.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:51:01
D0018356,Dynamic Psychotherapy as a PTSD Treatment for Firefighters: A Case Study.,wildfire,yes,INCLUDE,wildfire:INCLUDE,"{""wildfire"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Case study linking firefighters' wildfire exposure to PTSD, eligible outcome.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:51:11
D0055066,Managing Disasters in Mountains: Challenges in the Era of Global Warming,flood; wildfire,no,EXCLUDE,flood:EXCLUDE | wildfire:EXCLUDE,"{""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No mental health/wellbeing outcome; focuses on ecosystem services and hazard mitigation.""}, ""wildfire"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No mental health outcome; general discussion of mountain disasters.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:51:45
D0035902,"High-dose baclofen for the treatment of alcohol dependence (BACLAD study): A randomized, placebo-controlled trial",,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:51:49
D0028675,In the wake of hurricane Isabel: A prospective study of postevent trauma and injury control strategies,cyclone,no,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Abstract focuses solely on physical injuries, not mental health/wellbeing outcomes.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:51:57
D0054606,End-stage Renal Disease in Which Diazoxide Was Effective in Treating Hypoglycemia Caused by Late Dumping Syndrome after Gastrectomy,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:00
D0022364,Epidemiology of Recurrent Herpes Labialis among Dentistry Students: A Cross-Sectional Survey in Egypt.,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; focuses on recurrent herpes labialis triggers like stress.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:05
D0092274,"UNCOVERING THE VULNERABILITY OF CANCER SURVIVALS, VIOLENCE AND MATERNAL HEALTH RISK DURING FLOODS IN PAKATAN",flood,yes,INCLUDE (needs review),flood:INCLUDE,"{""flood"": {""decision"": ""INCLUDE"", ""review_flag"": true, ""reason"": ""Reports psychological stress among cancer survivors during floods.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:15
D0027895,"Tectono-thermal modelling of sedimentary basins with episodic extension and inversion, a case history of the Jiyang Basin, North China",,no,EXCLUDE (no eligible topic),"Geological thermal modelling, no climate hazard or mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:19
D0001177,Cardiovascular reactivity to stress in men. Effects of masculine gender role stress appraisal and masculine performance challenge.,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; lab cold pressor test not ambient temperature exposure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:25
D0099929,Alterations of reward mechanisms in bulbectomised rats,,no,EXCLUDE (no eligible topic),Animal study on depression and reward; no environmental hazard mentioned.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:28
D0059826,"Accounting for non-economic loss and damages in the aftermath of tropical cyclone Idai in Chimanimani District, Zimbabwe",cyclone,yes,INCLUDE,cyclone:INCLUDE,"{""cyclone"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""Examines psychological well-being losses after Cyclone Idai.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:35
D0018589,Comparison and outcomes of emergency department presentations with respiratory disorders among Australian indigenous and non-indigenous patients,,no,EXCLUDE (no eligible topic),No mention of any registered climate hazard; study focuses on respiratory ED presentations by Indigenous status.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:39
D0010067,VRK3-mediated nuclear localization of HSP70 prevents glutamate excitotoxicity-induced apoptosis and Aβ accumulation via enhancement of ERK phosphatase VHR activ,,no,EXCLUDE (no eligible topic),No environmental hazard exposure or mental health outcome relevant to climate hazards.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:43
D0112945,"Physicochemical characterization of the waters of the sinú river, downstream of the urrá reservoir, north of Colombia",,no,EXCLUDE (no eligible topic),No hazard topic; only water temperature monitoring of a reservoir.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:47
D0026158,The Gruneisen parameter for iron at outer core conditions and the resulting conductive heat and power in the core,,no,EXCLUDE (no eligible topic),"Record concerns geophysics of Earth's core, not climate hazards or human health.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:55
D0110934,Clinical characteristics of uremic pruritus in patient undergoing hemodialysis,,unclear,EXCLUDE (no eligible topic),No ambient hazard topic; only clinical heat/cold sensations.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:52:59
D0069667,Role of acetaldehyde in tobacco smoke addiction,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; topic is tobacco smoke addiction.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:04
D0109987,Geographical distribution of swamp forests of Myrtaceae in Chile,,no,EXCLUDE (no eligible topic),No human population or mental health signal; purely botanical study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:08
D0109359,Tropical cyclones in complex vertical shears,cyclone,no,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Modeling study; no mental health outcome.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:16
D0130169,Smokefree laws and hospitality settings: An example from New Zealand of a deficient approach,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; focus is on tobacco smoke laws.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:19
D0113804,Mathematical simulation of temperature field during sedimentation,,no,EXCLUDE (no eligible topic),"No mention of ambient temperature, human exposure, or mental health.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:22
D0023344,Short-term exposure to ambient temperature variability and myocardial infarction hospital admissions: A nationwide case-crossover study in Sweden,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is myocardial infarction, not mental health/wellbeing.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:29
D0007449,"Smoke-free air policies: past, present and future.",,no,EXCLUDE (no eligible topic),No candidate hazard topics; record is about tobacco smoke-free policies.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:32
D0071531,Why we disagree about the nature of addiction,,no,EXCLUDE (no eligible topic),"Record is about addiction, not climate hazards or mental health related to them.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:36
D0126760,GLOBAL WARMING AND PRESCRIBING: A REVIEW ON MEDICINES' EFFECTS AND PRECAUTIONS,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Review about drug stability during heatwaves, no measured mental-health outcome""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:44
D0041953,Interdisciplinary significance of food-related adverse reactions in adulthood,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; record focuses on food allergies.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:48
D0076430,Endoplasmic reticulum disorganization is present in chronic obstructive pulmonary disease patients,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; cell biology study on COPD.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:53
D0062780,Pathogenesis and management of virus infection-induced exacerbation of senile bronchial asthma and chronic pulmonary emphysema,,no,EXCLUDE (no eligible topic),Record about rhinovirus infection and asthma; no climate hazard mentioned.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:53:56
D0107387,The changing climate: Managing health impacts,,yes,HUMAN_REVIEW (no topic),General climate change health impacts review; no single hazard focus.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:54:02
D0044921,Measuring the resilience to floods: A comparative analysis of key flood control cities in China,flood,no,EXCLUDE,flood:EXCLUDE,"{""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Resilience index not a measured mental health or wellbeing outcome""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:54:10
D0068582,Parsing the Associations Between Prenatal Exposure to Nicotine and Offspring Psychopathology in a Nonreferred Sample,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; focuses on prenatal nicotine and psychopathology.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:54:15
D0011207,Health impact of climate change in older people: An integrative review and implications for nursing,temperature; flood,yes,EXCLUDE,temperature:EXCLUDE | flood:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Integrative review, not original empirical study.""}, ""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Integrative review, not an original empirical study.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:54:29
D0017976,Turning up the heat does not affect quality of life.,temperature,unclear,INCLUDE (needs review),temperature:INCLUDE,"{""temperature"": {""decision"": ""INCLUDE"", ""review_flag"": true, ""reason"": ""Title suggests heat and QoL link; abstract empty so flagged for review""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:54:40
D0093708,Evaluation of the Performance of the Phase Change Cooling Vest on the Heat Strain and Cognitive Indices of Women during the Use of Protective Clothing (Gown) in,,no,EXCLUDE (no eligible topic),No ambient hazard; heat stress from protective clothing in lab setting,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:54:54
D0078632,The pain in the leg of high school football,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; medical case report.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:54:57
D0105143,Combined effect of heat and noise on plasma angiotension II and adreomedullin content in pilots,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is physiological markers, not mental health/wellbeing.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:06
D0004940,"Citing serious risks, FDA recommends no cold and cough medicines for infants.",,no,EXCLUDE (no eligible topic),No hazard topic or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:09
D0082836,Maternal cardiovascular risk after hypertensive disorder of pregnancy,,no,EXCLUDE (no eligible topic),No climate hazard exposure mentioned; focuses on hypertensive disorders of pregnancy and cardiovascular risk.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:13
D0043558,Omics approaches in Allium research: Progress and way ahead,,no,EXCLUDE (no eligible topic),Record is about Allium plant omics research; no hazard or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:16
D0083535,Trait Gratitude Is Not Related to Psychological or Cardiovascular Responses to Acute Psychological Responses: Results from Two Independent Studies,,no,EXCLUDE (no eligible topic),No climate hazard mentioned; study on gratitude and acute psychological stress.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:29
D0037915,How do primary healthcare and social services enable young people's participation?,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal in title/abstract.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:32
D0066368,Habit or addiction: The critical tension in deciding who should enforce hospital smoke-free policies,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal detected.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:37
D0080803,The blended phenotype of a germline RIT1 and a mosaic PIK3CA variant,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; genetic case study only.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:42
D0021598,Hurricane season hindsight 2020: Applying the IDEA model toward local tropical cyclone forecasts.,cyclone,no,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No mental health outcome measured; focuses on forecast communication.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:52
D0074842,Preoperative evaluation of pancreatic ductal adenocarcinoma with synchronous liver metastasis: Diagnosis and assessment of unresectability,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:55
D0103831,"Maternal knowledge, attitudes and practice in diarrhea.",,no,EXCLUDE (no eligible topic),"Record concerns maternal knowledge of diarrhea, no climate hazard or mental health signal present.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:55:58
D0087980,"HIV-AIDS PRESENTING WITH MULTI-ORGAN FAILURE, MIMICKING MONOCLONAL GAMMOPATHIES, PRIMARY HEMATOLOGIC AND LYMPHOPROLIFERATIVE DISORDERS",,no,EXCLUDE (no eligible topic),"Record is a medical case report on HIV/AIDS, no climate hazard exposure mentioned.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:01
D0047331,Improving the prediction of monsoon depressions by assimilating ASCAT soil moisture in NCUM-R modeling system,,no,EXCLUDE (no eligible topic),No eligible hazard topic; focuses on monsoon depression modeling and soil moisture assimilation.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:06
D0113250,Perfectionism and Health-Related Behaviors: Why What I Do To Be Healthy May Become Unhealthy?,,no,EXCLUDE (no eligible topic),No climate hazard topic or mental health signal related to climate hazards.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:09
D0109844,Crisis not over for hurricane victims.,cyclone,unclear,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Title suggests hurricane but no abstract; no mental health outcome mentioned.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:31
D0049845,"Vapor liquid equilibrium of pure and aqueous Methyl diethanolamine (MDEA), 2-Dimethylmonoethanolamine (DMMEA), N-Methylmonoethanolamine (MMEA) and 1-(2-Aminoeth",,no,EXCLUDE (no eligible topic),No climate hazard or mental health topic present; purely chemical engineering study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:35
D0072705,"Neurophysiological, cellular and environmental regulation of visceral hypersensitivity in ulcerative colitis like inflammation",,no,EXCLUDE (no eligible topic),No climate hazard; animal study on visceral hypersensitivity.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:38
D0028899,Neuroproteomics: Relevance to anxiety disorders,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; focuses on neuroproteomics for anxiety.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:42
D0042304,"After 62 years of regulating immunity, dexamethasone meets COVID-19",,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; record discusses dexamethasone and COVID-19.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:46
D0022654,Novel Lactobacillus Strains Alleviate E. coli-induced Inflammation in a Urinary Tract Infection Rat Model.,,no,EXCLUDE (no eligible topic),No ambient hazard exposure or mental health signal; heat-inactivated is lab processing.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:50
D0128003,"The Effect of Pecha Kucha Training on Noninvasive Mechanical Ventilation Support for Individuals With Chronic Obstructive Pulmonary Disease on Self-Efficacy, Sy",,no,EXCLUDE (no eligible topic),"Record about COPD and mechanical ventilation, no climate hazard mentioned.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:53
D0113534,Development of greenery in the village of Husinec and the town of Klecany,,no,EXCLUDE (no eligible topic),No specific climate hazard mentioned; focuses on urban greenery and heat island effect without explicit hazard exposure.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:56:58
D0058681,Climate-Induced Forced Migration in South Asia,temperature; wildfire; flood; cyclone; drought,unclear,EXCLUDE,temperature:EXCLUDE | wildfire:EXCLUDE | flood:EXCLUDE | cyclone:EXCLUDE | drought:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental health outcome; discusses migration and well-being broadly.""}, ""wildfire"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Wildfire only mentioned in list of hazards; no mental health outcome.""}, ""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental health outcome; only discusses human well-being in general.""}, ""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome; focuses on migration and general well-being.""}, ""drought"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental health outcome.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:57:21
D0023283,Between a B.A. Generalist and an Expert: Challenges and Improvements in the Training Curriculum and Implementation of Peace Corps Health Auxiliary Program in Ko,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; historical public health program description.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:57:24
D0084234,Hypothermia during surgical treatment of type a aortic dissection: A 16 years' experience,,no,EXCLUDE (no eligible topic),"Clinical hypothermia during surgery, not ambient temperature exposure.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:57:27
D0071918,The unfolded protein response triggered by environmental factors,,no,EXCLUDE (no eligible topic),No mention of any climate hazard; abstract focuses on cellular stress response.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:57:31
D0040088,Heat stress: Impact on livestock well-being and productivity and mitigation strategies to alleviate the negative effects,,no,EXCLUDE (no eligible topic),"Focuses on livestock heat stress, no human or mental health aspects.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:57:43
D0022979,Brief Report: Post Hoc Validation of Platinum Ineligibility in NSCLC From the Phase III IPSOS Study,,no,EXCLUDE (no eligible topic),No climate hazard or mental health topic present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:57:47
D0098200,Effects of a relaxation training programme on immediate and prolonged stress responses in women with preterm labour,,yes,EXCLUDE (no eligible topic),No climate hazard topic; relaxation training in preterm labour.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:57:51
D0060743,Polygraphic study of anterior hypothalamic-preoptic neuron thermosensitivity during sleep,,no,EXCLUDE (no eligible topic),Laboratory neurophysiology study in cats; no ambient hazard exposure or mental health.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:57:55
D0104106,"Cases of gastroenteritis associated to Vibrio cholerae no 01 in Oran, Salta",,no,EXCLUDE (no eligible topic),No climate hazard topic present; record about bacterial gastroenteritis.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:57:58
D0059349,Enhanced environmental acclimation of cats using an innovative passive diffuser of the facial-marking pheromone (F3),,no,EXCLUDE (no eligible topic),No hazard topics or mental health signal; study on cats acclimating to a novel environment.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:58:02
D0117032,Juvenile firesetters: do the agencies help?,,unclear,EXCLUDE (no eligible topic),No mention of climate hazards; focuses on juvenile firesetters and agency coordination.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:58:06
D0118259,The role of cultural factors in paranoid psychosis among the Yoruba tribe,,yes,EXCLUDE (no eligible topic),No climate hazard mention; purely cultural psychiatry study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:58:10
D0109185,Characteristics of Multiple Sclerosis as a Function of the Severity of Speech Disorders,,yes,EXCLUDE (no eligible topic),No climate hazard topic present; record focuses on multiple sclerosis and speech disorders.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:58:16
D0094699,S4469 Revealing the Hidden Cause of Dysphagia: A Case of Benign Esophageal Polyps (Squamous Papillomas) Misdiagnosed as GERD,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal mentioned.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:58:20
D0000576,"When drugs come into the picture, love flies out the window: Women addicts' love relationships",,no,EXCLUDE (no eligible topic),No mention of any climate hazard or mental health outcome.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:58:23
D0035557,A New Islamic Populism and the Contradictions of Development,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; topic is Islamic populism and development.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:58:26
